,informant,start,end,filename,corpus,text,gender,age,age_group
04072022_TNG1957_Melikhovskaya-4686959-4687372,TNG1957,4686.959,4687.372,audio_files/04072022_TNG1957_Melikhovskaya-4686959-4687372.wav,don_rnd,Да. ,,,
20180618_enm1930-879926-883566,енм1930,879.926,883.566,audio_files/20180618_enm1930-879926-883566.wav,opochka,"И голые, и босые ходили.",,,
Keba_MAS1916_2-452597-461522,Interviewer,452.597,461.522,audio_files/Keba_MAS1916_2-452597-461522.wav,standart,"У вас тут мало у кого старые-то дома. Вот в Олеме там больше. В Олеме очень много
         старых домов. Больших.  ",,,
Keba_KMV1919-3364023-3372045,KMV1919,3364.023,3372.045,audio_files/Keba_KMV1919-3364023-3372045.wav,keba,"паром сядет, одных спихнут, пусть плывут, а хвост другой будет паром спихивать, и
         всё равно они мимо меня не проплывут, ",,,
Sib_09-m_139.01_140.48,Sib_09-m,139.01,140.48,./trimmed/Sib_09-m_139.01_140.48.wav,standart,а-а второго сидения нету!,m,41.0,middle
Keba_MAS1916_2-1869076-1871825,MAS1916,1869.076,1871.825,audio_files/Keba_MAS1916_2-1869076-1871825.wav,keba,Ак вот так. ,,,
20180618_zii1932_a-5715539-5718867,Interviewer,5715.539,5718.867,audio_files/20180618_zii1932_a-5715539-5718867.wav,standart,"То мы бы тоже, может быть. поговорили бы с ним, пришли...",,,
20180618_zii1932_a-2149021-2151282,зии1932,2149.021,2151.282,audio_files/20180618_zii1932_a-2149021-2151282.wav,opochka,"премию да= (дали), премию давали.",,,
Sib_06-f_20.55_21.3,Sib_06-f,20.55,21.3,./trimmed/Sib_06-f_20.55_21.3.wav,standart,∙∙ по улице.,f,41.0,middle
20180619_vav1949-717117-721220,вав1949,717.117,721.22,audio_files/20180619_vav1949-717117-721220.wav,opochka,"Вот строгальная... штука, вот сверлильная стоит.",,,
Keba_KMV1919-3086655-3095492,KMV1919,3086.655,3095.492,audio_files/Keba_KMV1919-3086655-3095492.wav,keba,"А мы дорогой ехали, дак добрые люди есть, говорит, вы напишите объяснителдьную, чтобы
         вас не судили,  ",,,
04072022_MLI1941_Melikhovskaya-2675700-2676310,Interviewer,2675.7,2676.31,audio_files/04072022_MLI1941_Melikhovskaya-2675700-2676310.wav,standart,Лечили. ,,,
020721_VIK1941_Razdorskaya-981238-985772,VIK1941,981.238,985.772,audio_files/020721_VIK1941_Razdorskaya-981238-985772.wav,don_rnd,"У них парня было всего два, а это были восемь девок.  ",,,
20180619_vav1949-653472-657800,вав1949,653.472,657.8,audio_files/20180619_vav1949-653472-657800.wav,opochka,"Ну, жизнь такая у меня... Непросто определенно.",,,
20180618_zii1932_a-3377585-3378991,зии1932,3377.585,3378.991,audio_files/20180618_zii1932_a-3377585-3378991.wav,opochka,Поросёнка <держит>.,,,
Sib_09-m_176.87_178.37,Sib_09-m,176.87,178.37,./trimmed/Sib_09-m_176.87_178.37.wav,standart,"«Пролетаем над Красноярском,,,",m,41.0,middle
04072022_TNG1957_Melikhovskaya-1903830-1907680,TNG1957,1903.83,1907.68,audio_files/04072022_TNG1957_Melikhovskaya-1903830-1907680.wav,don_rnd,Да чья это. ,,,
Keba_MAS1916_1-546150-547267,Other,546.15,547.267,audio_files/Keba_MAS1916_1-546150-547267.wav,keba,Поживёшь. ,,,
04072022_TNG1957_Melikhovskaya-3230406-3235813,TNG1957,3230.406,3235.813,audio_files/04072022_TNG1957_Melikhovskaya-3230406-3235813.wav,don_rnd,"В, ну, в это, в конце января у нас поменялся директор клуба, поменялся руководитель. ",,,
20180618_zii1932_a-2039248-2043202,зии1932,2039.248,2043.202,audio_files/20180618_zii1932_a-2039248-2043202.wav,opochka,"Ну эту, вон ещё с ней (йей) доска.",,,
20180618_zii1932_a-941740-944203,зии1932,941.74,944.203,audio_files/20180618_zii1932_a-941740-944203.wav,opochka,"""Бабушка, ты не поднимай, я теперь сильный""",,,
Sib_15-f_111.32_111.94,Sib_15-f,111.32,111.94,./trimmed/Sib_15-f_111.32_111.94.wav,standart,∙∙ этим.,f,70.0,elderly
Keba_MAS1916_2-3535250-3535733,Interviewer,3535.25,3535.733,audio_files/Keba_MAS1916_2-3535250-3535733.wav,standart,А? ,,,
Keba_MAS1916_1-496689-503593,MAS1916,496.689,503.593,audio_files/Keba_MAS1916_1-496689-503593.wav,keba,"А она четверик наполола, сама высыпала, да другой сама высыпала, меня не кликала.
         Вот я там и угорела. ",,,
04072022_TNG1957_Melikhovskaya-2490926-2491972,TNG1957,2490.926,2491.972,audio_files/04072022_TNG1957_Melikhovskaya-2490926-2491972.wav,don_rnd,Точно тут. ,,,
Keba_MAS1916_2-861248-867465,MAS1916,861.248,867.465,audio_files/Keba_MAS1916_2-861248-867465.wav,keba,"Мне вот...  меня боле повалили под святы, говорят, вот-вот помрёт, вот-вот. Не померла
         ведь, отжилась кошка!  ",,,
Keba_MAS1916_2-1376454-1377496,Interviewer,1376.454,1377.496,audio_files/Keba_MAS1916_2-1376454-1377496.wav,standart,Выражайтесь!  ,,,
04072022_TNG1957_Melikhovskaya-8070229-8071629,TNG1957,8070.229,8071.629,audio_files/04072022_TNG1957_Melikhovskaya-8070229-8071629.wav,don_rnd,А вот они [нрзб]. ,,,
Keba_MAS1916_2-106103-110828,MAS1916,106.103,110.828,audio_files/Keba_MAS1916_2-106103-110828.wav,keba,"Я зашла, она раз раз высыплет, другой раз высыплет сама, третий высыплет сама,  ",,,
04072022_MLI1941_Melikhovskaya-1298786-1299455,Interviewer,1298.786,1299.455,audio_files/04072022_MLI1941_Melikhovskaya-1298786-1299455.wav,standart,М-м. ,,,
04072022_TNG1957_Melikhovskaya-5717916-5720043,TNG1957,5717.916,5720.043,audio_files/04072022_TNG1957_Melikhovskaya-5717916-5720043.wav,don_rnd,Всю жизнь людей других прообманывали там. ,,,
20180618_zii1932_a-6375112-6380691,зии1932,6375.112,6380.691,audio_files/20180618_zii1932_a-6375112-6380691.wav,opochka,"Я, я вчера и го= (говорю) гляжу и говорю: ""Ничего себе!""",,,
20180618_enm1930-584550-589006,енм1930,584.55,589.006,audio_files/20180618_enm1930-584550-589006.wav,opochka,А сюда я пришла - тут такой дичи не было.,,,
Keba_KMV1919-1774879-1784128,KMV1919,1774.879,1784.128,audio_files/Keba_KMV1919-1774879-1784128.wav,keba,"Да, и ко мне ведь ездят из Москвы-то, всё ездят, какие приедут да, всё меня найдут,
         которые, видно, уж скажут им, в своей деревне-то,  ",,,
20180618_enm1930-1253765-1257708,енм1930,1253.765,1257.708,audio_files/20180618_enm1930-1253765-1257708.wav,opochka,А приедет жена (жонка) в Москву - я и не знаю.,,,
Keba_KMV1919-1544001-1549589,KMV1919,1544.001,1549.589,audio_files/Keba_KMV1919-1544001-1549589.wav,keba,"Это крестовый валет, вот это казённый человек такой, а это милиционер, казён= крестовый
         валет.  ",,,
Sib_08-f_120.25_120.39,Sib_08-f,120.25,120.39,./trimmed/Sib_08-f_120.25_120.39.wav,standart,да?,f,48.0,elderly
Sib_08-f_95.88_98.46,Sib_08-f,95.88,98.46,./trimmed/Sib_08-f_95.88_98.46.wav,standart,∙∙∙ Очень много было смешных историй.,f,48.0,elderly
04072022_MLI1941_Melikhovskaya-367648-370919,tx@MLI1941,367.648,370.919,audio_files/04072022_MLI1941_Melikhovskaya-367648-370919.wav,don_rnd,"Она вышла замуж, мама, на четверых детей. ",,,
Keba_KMV1919-3136792-3146553,KMV1919,3136.792,3146.553,audio_files/Keba_KMV1919-3136792-3146553.wav,keba,"Да, поперечной пилой да, огребём у пня-то лес-то, да вот и пилим поперечной пилой,
         согнемся да, спилим да дорожку развернём...  ",,,
04072022_TNG1957_Melikhovskaya-4326379-4329519,TNG1957,4326.379,4329.519,audio_files/04072022_TNG1957_Melikhovskaya-4326379-4329519.wav,don_rnd,"все друг за другом следят, много знают, все один хрен сходятся. ",,,
Keba_MAS1916_2-166845-175627,MAS1916,166.845,175.627,audio_files/Keba_MAS1916_2-166845-175627.wav,keba,"А вот, она сей год померла зимой, старше меня на два ле на три года ведь. А я вот
         живучая кошка живу.  ",,,
20180618_zii1932_a-6244463-6246585,зии1932,6244.463,6246.585,audio_files/20180618_zii1932_a-6244463-6246585.wav,opochka,надо много денег.,,,
20180618_zii1932_a-41550-46182,зии1932,41.55,46.182,audio_files/20180618_zii1932_a-41550-46182.wav,opochka,я в пятьдесят шестом вышла замуж,,,
20180618_zii1932_a-583373-585039,зии1932,583.373,585.039,audio_files/20180618_zii1932_a-583373-585039.wav,opochka,"Конечно, по-другому.",,,
04072022_TNG1957_Melikhovskaya-7081493-7084026,TNG1957,7081.493,7084.026,audio_files/04072022_TNG1957_Melikhovskaya-7081493-7084026.wav,don_rnd,"Сейчас посмотрим, может, у них тоже какие свадебные. ",,,
04072022_MLI1941_Melikhovskaya-3125560-3128390,Interviewer,3125.56,3128.39,audio_files/04072022_MLI1941_Melikhovskaya-3125560-3128390.wav,standart,"А Вы вот говорите, Вы жили со своей свекровью. ",,,
020721_VIK1941_Razdorskaya-4935132-4941032,VIK1941,4935.132,4941.032,audio_files/020721_VIK1941_Razdorskaya-4935132-4941032.wav,don_rnd,"ну как это ковры полстяные были, вот ковры, ковры, не помнишь,  ",,,
20180618_zii1932_a-5477542-5483525,зии1932,5477.542,5483.525,audio_files/20180618_zii1932_a-5477542-5483525.wav,opochka,"""я по интернету поглядела, что три дня не будет дождя, а потом пойдут дожди"".",,,
20180618_zii1932_a-4051502-4056253,зии1932,4051.502,4056.253,audio_files/20180618_zii1932_a-4051502-4056253.wav,opochka,"Купаться... Ну всё равно и сейчас недалеко, там дорога и ходят на пляж.",,,
Keba_MAS1916_2-467498-473183,MAS1916,467.498,473.183,audio_files/Keba_MAS1916_2-467498-473183.wav,keba,"там сгорела Олемы была, только не помню я, в каком году, там вся была Олема сгорела,
          ",,,
04072022_TNG1957_Melikhovskaya-7920959-7924473,TNG1957,7920.959,7924.473,audio_files/04072022_TNG1957_Melikhovskaya-7920959-7924473.wav,don_rnd,Они не име= женщина замужем не имела права ходить с открытой головой. ,,,
20180619_vav1949-914188-916813,вав1949,914.188,916.813,audio_files/20180619_vav1949-914188-916813.wav,opochka,Вот какая система.,,,
04072022_TNG1957_Melikhovskaya-8684634-8685395,TNG1957,8684.634,8685.395,audio_files/04072022_TNG1957_Melikhovskaya-8684634-8685395.wav,don_rnd,Ну да. ,,,
020721_VIK1941_Razdorskaya-376305-382363,VIK1941,376.305,382.363,audio_files/020721_VIK1941_Razdorskaya-376305-382363.wav,don_rnd,"от белого печеня, от ребячьего, от женского, от мужского.   ",,,
Keba_MAS1916_2-2614622-2622292,MAS1916,2614.622,2622.292,audio_files/Keba_MAS1916_2-2614622-2622292.wav,keba,"А вот это я ничего не помню уж, не знаю уж. Всё ведь говорили, бедняки да средняки
         быдто, да всё было говорили, я уж это не знаю ничего.  ",,,
020721_VIK1941_Razdorskaya-2576873-2577907,Interviewer,2576.873,2577.907,audio_files/020721_VIK1941_Razdorskaya-2576873-2577907.wav,standart,Потом? ,,,
20180619_vav1949-185750-188715,вав1949,185.75,188.715,audio_files/20180619_vav1949-185750-188715.wav,opochka,"А что к ним зря ходить, они уже ничем не помогут.",,,
04072022_TNG1957_Melikhovskaya-7863925-7867478,TNG1957,7863.925,7867.478,audio_files/04072022_TNG1957_Melikhovskaya-7863925-7867478.wav,don_rnd,Да. Потом за черными гоняются котами некоторые. ,,,
04072022_TNG1957_Melikhovskaya-6924306-6928786,TNG1957,6924.306,6928.786,audio_files/04072022_TNG1957_Melikhovskaya-6924306-6928786.wav,don_rnd,"Мы себе, допустим, у нас была хорошая стипендия, мы себе со стипендии купили. ",,,
Sib_17-m_180.66_183.67,Sib_17-m,180.66,183.67,./trimmed/Sib_17-m_180.66_183.67.wav,standart,∙∙∙∙ Наступила зима.,m,70.0,elderly
04072022_MLI1941_Melikhovskaya-1860630-1861790,tx@MLI1941,1860.63,1861.79,audio_files/04072022_MLI1941_Melikhovskaya-1860630-1861790.wav,don_rnd,Чего-чего? ,,,
20180618_enm1930-2028656-2031681,енм1930,2028.656,2031.681,audio_files/20180618_enm1930-2028656-2031681.wav,opochka,А у соседа две коровы.,,,
Sib_04-m_58.81_60.78,Sib_04-m,58.81,60.78,./trimmed/Sib_04-m_58.81_60.78.wav,standart,∙∙ {СМЕХ} говорит Прёт у тебя всё!»,m,20.0,young
04072022_TNG1957_Melikhovskaya-1489580-1491840,TNG1957,1489.58,1491.84,audio_files/04072022_TNG1957_Melikhovskaya-1489580-1491840.wav,don_rnd,"А брат говорит: где что смотреть. Она говорит: ты знаешь, что ",,,
Sib_13-f_133.98_136.4,Sib_13-f,133.98,136.4,./trimmed/Sib_13-f_133.98_136.4.wav,standart,’’ жарили даже эту пшеницу на ‖ на плите.,f,68.0,elderly
04072022_MLI1941_Melikhovskaya-433411-436608,tx@MLI1941,433.411,436.608,audio_files/04072022_MLI1941_Melikhovskaya-433411-436608.wav,don_rnd,"Ну как, ну, тряпочная кукла, как? ",,,
20180619_vav1949-523926-524707,Interviewer,523.926,524.707,audio_files/20180619_vav1949-523926-524707.wav,standart,"А можно, да?",,,
04072022_MLI1941_Melikhovskaya-944193-944831,Interviewer,944.193,944.831,audio_files/04072022_MLI1941_Melikhovskaya-944193-944831.wav,standart,Угу. ,,,
20180618_zii1932_a-4289459-4293463,зии1932,4289.459,4293.463,audio_files/20180618_zii1932_a-4289459-4293463.wav,opochka,"Хорошо, что теперь ну, дорогу чистят нам,",,,
Sib_14-f_2.86_3.82,Sib_14-f,2.86,3.82,./trimmed/Sib_14-f_2.86_3.82.wav,standart,"∙∙ Живу,",f,69.0,elderly
20180618_enm1930-2082823-2087646,енм1930,2082.823,2087.646,audio_files/20180618_enm1930-2082823-2087646.wav,opochka,А я наняла. Это косилки торговые.,,,
20180618_zii1932_a-5033813-5036602,зии1932,5033.813,5036.602,audio_files/20180618_zii1932_a-5033813-5036602.wav,opochka,"Всё было, не знаю, теперь...",,,
